,School Year,LEA (District or Charter),School Name,Subject Area,Percent Proficient,scc_links,fax,name,level,url,school,phone,address,sub-links,sub-links-count,scc_links-count,total
13,2016,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Mathematics,0.600113765643,,,,,,,,,,,,
14,2016,ALPINE DISTRICT,AMERICAN FORK JR HIGH,Science,0.608062709966,,,,,,,,,,,,
15,2016,ALPINE DISTRICT,ASPEN SCHOOL,English Language Arts,0.384,"[u'http://wp.me/P4QFH8-4f', u'https://aspen.alpineschools.org/scc/']",,Aspen Elementary,elementary,https://aspen.alpineschools.org/,Aspen Elementary,,,"[u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/02/SCC2_17_16Agenda.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/12/SCC-Minutes-092816.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/12/SCC-Minutes-102616.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/11/Aspen_Stakeholder_15-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/10/SCC-Final-Report-2014-15.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/11/Aspen_Stakeholder_15-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf']",9.0,2.0,11.0
16,2016,ALPINE DISTRICT,ASPEN SCHOOL,Mathematics,0.426294820717,"[u'http://wp.me/P4QFH8-4f', u'https://aspen.alpineschools.org/scc/']",,Aspen Elementary,elementary,https://aspen.alpineschools.org/,Aspen Elementary,,,"[u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/02/SCC2_17_16Agenda.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/12/SCC-Minutes-092816.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/12/SCC-Minutes-102616.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/11/Aspen_Stakeholder_15-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/10/SCC-Final-Report-2014-15.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/11/Aspen_Stakeholder_15-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf']",9.0,2.0,11.0
17,2016,ALPINE DISTRICT,ASPEN SCHOOL,Science,0.446153846154,"[u'http://wp.me/P4QFH8-4f', u'https://aspen.alpineschools.org/scc/']",,Aspen Elementary,elementary,https://aspen.alpineschools.org/,Aspen Elementary,,,"[u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/02/SCC2_17_16Agenda.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/12/SCC-Minutes-092816.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2016/12/SCC-Minutes-102616.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/11/Aspen_Stakeholder_15-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/10/SCC-Final-Report-2014-15.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/11/Aspen_Stakeholder_15-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf', u'http://aspen.alpineschools.org/wp-content/uploads/sites/3/2015/07/Trustlands-plan-2015-16.pdf']",9.0,2.0,11.0
18,2016,ALPINE DISTRICT,BARRATT SCHOOL,English Language Arts,0.46178343949,[u'https://barratt.alpineschools.org/trustlands-members/'],,Barratt Elementary,elementary,https://barratt.alpineschools.org/,Barratt Elementary,Phone: 801-610-8701? Fax: 756-8530,"168 North 900 East, American Fork, Utah 84003","[u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2016/10/Community-Council-Meeting-Minutes.pdf', u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2016/11/Stake-Holder-Report.pdf', u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2014/10/TL-Note.pdf']",3.0,1.0,4.0
19,2016,ALPINE DISTRICT,BARRATT SCHOOL,Mathematics,0.600638977636,[u'https://barratt.alpineschools.org/trustlands-members/'],,Barratt Elementary,elementary,https://barratt.alpineschools.org/,Barratt Elementary,Phone: 801-610-8701? Fax: 756-8530,"168 North 900 East, American Fork, Utah 84003","[u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2016/10/Community-Council-Meeting-Minutes.pdf', u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2016/11/Stake-Holder-Report.pdf', u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2014/10/TL-Note.pdf']",3.0,1.0,4.0
20,2016,ALPINE DISTRICT,BARRATT SCHOOL,Science,0.665236051502,[u'https://barratt.alpineschools.org/trustlands-members/'],,Barratt Elementary,elementary,https://barratt.alpineschools.org/,Barratt Elementary,Phone: 801-610-8701? Fax: 756-8530,"168 North 900 East, American Fork, Utah 84003","[u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2016/10/Community-Council-Meeting-Minutes.pdf', u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2016/11/Stake-Holder-Report.pdf', u'http://barratt.alpineschools.org/wp-content/uploads/sites/4/2014/10/TL-Note.pdf']",3.0,1.0,4.0
21,2016,ALPINE DISTRICT,BLACK RIDGE SCHOOL,English Language Arts,0.396584440228,"[u'https://blackridge.alpineschools.org/ptascc/', u'https://blackridge.alpineschools.org/ptascc/scc/', u'https://blackridge.alpineschools.org/ptascc/pta/']",,Black Ridge Elementary,elementary,https://blackridge.alpineschools.org/,Black Ridge,,,"[u'https://blackridge.alpineschools.org/school-info/stakeholders-report/', u'https://blackridge.alpineschools.org/school-info/school-improvement-plan/', u'https://blackridge.alpineschools.org/school-info/school-improvement-plan/']",3.0,3.0,6.0
22,2016,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Mathematics,0.501901140684,"[u'https://blackridge.alpineschools.org/ptascc/', u'https://blackridge.alpineschools.org/ptascc/scc/', u'https://blackridge.alpineschools.org/ptascc/pta/']",,Black Ridge Elementary,elementary,https://blackridge.alpineschools.org/,Black Ridge,,,"[u'https://blackridge.alpineschools.org/school-info/stakeholders-report/', u'https://blackridge.alpineschools.org/school-info/school-improvement-plan/', u'https://blackridge.alpineschools.org/school-info/school-improvement-plan/']",3.0,3.0,6.0
23,2016,ALPINE DISTRICT,BLACK RIDGE SCHOOL,Science,0.557333333333,"[u'https://blackridge.alpineschools.org/ptascc/', u'https://blackridge.alpineschools.org/ptascc/scc/', u'https://blackridge.alpineschools.org/ptascc/pta/']",,Black Ridge Elementary,elementary,https://blackridge.alpineschools.org/,Black Ridge,,,"[u'https://blackridge.alpineschools.org/school-info/stakeholders-report/', u'https://blackridge.alpineschools.org/school-info/school-improvement-plan/', u'https://blackridge.alpineschools.org/school-info/school-improvement-plan/']",3.0,3.0,6.0
24,2016,ALPINE DISTRICT,BONNEVILLE SCHOOL,English Language Arts,0.470254957507,[u'https://bonneville.alpineschools.org/scc/'],,Bonneville Elementary,elementary,https://bonneville.alpineschools.org/,Bonneville Elementary,,,"[u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://drive.google.com/file/d/0B9UCIMeN3jZdWmxOdHlIN01MQU0/view?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdTUREb21rODIzWm8', u'https://drive.google.com/file/d/0B9UCIMeN3jZdOGtObVB5RE11ckk/view?usp=sharing', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdc2pwdDhrd3ozLTA', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdc2pwdDhrd3ozLTA', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016', u'https://secure.utah.gov/slt-admin/public/approvedPlan.html?spid=3387', u'https://secure.utah.gov/slt-admin/public/approvedPlan.html?spid=3387']",16.0,1.0,17.0
25,2016,ALPINE DISTRICT,BONNEVILLE SCHOOL,Mathematics,0.450424929178,[u'https://bonneville.alpineschools.org/scc/'],,Bonneville Elementary,elementary,https://bonneville.alpineschools.org/,Bonneville Elementary,,,"[u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://drive.google.com/file/d/0B9UCIMeN3jZdWmxOdHlIN01MQU0/view?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdTUREb21rODIzWm8', u'https://drive.google.com/file/d/0B9UCIMeN3jZdOGtObVB5RE11ckk/view?usp=sharing', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdc2pwdDhrd3ozLTA', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdc2pwdDhrd3ozLTA', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016', u'https://secure.utah.gov/slt-admin/public/approvedPlan.html?spid=3387', u'https://secure.utah.gov/slt-admin/public/approvedPlan.html?spid=3387']",16.0,1.0,17.0
26,2016,ALPINE DISTRICT,BONNEVILLE SCHOOL,Science,0.448148148148,[u'https://bonneville.alpineschools.org/scc/'],,Bonneville Elementary,elementary,https://bonneville.alpineschools.org/,Bonneville Elementary,,,"[u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://drive.google.com/file/d/0B9UCIMeN3jZdWmxOdHlIN01MQU0/view?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdTUREb21rODIzWm8', u'https://drive.google.com/file/d/0B9UCIMeN3jZdOGtObVB5RE11ckk/view?usp=sharing', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdc2pwdDhrd3ozLTA', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/open?id=0B9UCIMeN3jZdc2pwdDhrd3ozLTA', u'https://drive.google.com/drive/folders/0B9UCIMeN3jZdV01HOThMWTNzYlk?usp=sharing', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016', u'https://drive.google.com/file/d/0B9UCIMeN3jZdbVBXbHUyU2lWSDA/view?usp=sharing', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016', u'https://secure.utah.gov/slt-admin/public/approvedPlan.html?spid=3387', u'https://secure.utah.gov/slt-admin/public/approvedPlan.html?spid=3387']",16.0,1.0,17.0
27,2016,ALPINE DISTRICT,CANYON VIEW JR HIGH,English Language Arts,0.480519480519,,,,,,,,,,,,
28,2016,ALPINE DISTRICT,CANYON VIEW JR HIGH,Mathematics,0.556437389771,,,,,,,,,,,,
29,2016,ALPINE DISTRICT,CANYON VIEW JR HIGH,Science,0.563356164384,,,,,,,,,,,,
30,2016,ALPINE DISTRICT,CASCADE SCHOOL,English Language Arts,0.492537313433,[u'https://cascade.alpineschools.org/scc/'],,Cascade Elementary,elementary,https://cascade.alpineschools.org/,Cascade Elementary,,,"[u'https://drive.google.com/file/d/0B7dpPrbK1xlTMjJsNmdCQjhPT1k/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleLW14S1hES0Q2OFE/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOHJrR2NiZlpUYzg/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOGotdVZpQk1zRzA/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3sulec0dhanFFMXdVYlU/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleMW1RNU1ZQzFQLUE/view?usp=sharing', u'https://drive.google.com/file/d/0B7dpPrbK1xlTMjJsNmdCQjhPT1k/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleLW14S1hES0Q2OFE/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOHJrR2NiZlpUYzg/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOGotdVZpQk1zRzA/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3sulec0dhanFFMXdVYlU/view?usp=sharing']",11.0,1.0,12.0
31,2016,ALPINE DISTRICT,CASCADE SCHOOL,Mathematics,0.626865671642,[u'https://cascade.alpineschools.org/scc/'],,Cascade Elementary,elementary,https://cascade.alpineschools.org/,Cascade Elementary,,,"[u'https://drive.google.com/file/d/0B7dpPrbK1xlTMjJsNmdCQjhPT1k/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleLW14S1hES0Q2OFE/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOHJrR2NiZlpUYzg/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOGotdVZpQk1zRzA/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3sulec0dhanFFMXdVYlU/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleMW1RNU1ZQzFQLUE/view?usp=sharing', u'https://drive.google.com/file/d/0B7dpPrbK1xlTMjJsNmdCQjhPT1k/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleLW14S1hES0Q2OFE/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOHJrR2NiZlpUYzg/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3suleOGotdVZpQk1zRzA/view?usp=sharing', u'https://drive.google.com/file/d/0B2eUEVJ3sulec0dhanFFMXdVYlU/view?usp=sharing']",11.0,1.0,12.0
